MIM254600	Myeloperoxidase Deficiency	4353, 8288
MIM254770	Myoclonic Epilepsy, Juvenile	100126594, 1137, 1139, 114327, 1181, 1191, 1294, 1476, 23541, 2550, 2554, 2562, 2566, 2703, 2914, 3105, 3106, 3115, 3126, 3134, 3497, 3752, 3785, 3786, 4200, 449018, 50715, 5199, 5243, 57369, 6046, 6323, 6890, 7226, 785, 80258, 8629, 89832, 9429, 9990
MIM254780	Lafora Disease	1476, 158506, 22954, 23583, 27247, 3297, 3308, 378884, 3845, 4826, 5071, 52, 5507, 55802, 56978, 5816, 673, 7957, 79594, 79660, 9852
MIM254800	Unverricht-Lundborg Syndrome	1137, 144165, 1476, 1508, 154881, 23583, 3689, 3785, 3786, 388007, 4055, 410, 427, 4566, 5364, 6414, 64699, 7031, 79258, 950
MIM254900	EPILEPSY, PROGRESSIVE MYOCLONIC 4, WITH OR WITHOUT RENAL FAILURE	2629, 950
MIM255100	Myopathy with Abnormal Lipid Metabolism	1756, 2110, 57104, 7439
MIM255110	Carnitine Palmitoyltransferase II Deficiency, Late-Onset	1376
MIM255120	Carnitine palmitoyl transferase 1A deficiency	1374, 56994, 79947
MIM255125	Myopathy with Lactic Acidosis, Hereditary	23479
MIM255160	Myopathy, Hyaline Body, Autosomal Recessive	619511
MIM255200	Myopathy, Centronuclear, Autosomal Recessive	1785, 273, 274, 7273
MIM255300	Congenital myopathy	10269, 1073, 124093, 1272, 1674, 1756, 1769, 1785, 2273, 2632, 27259, 27335, 3075, 3508, 3679, 4534, 4620, 4625, 4656, 4703, 57190, 58, 5860, 6261, 6520, 6606, 6607, 7169, 7170, 7273, 8291, 84466, 859, 9200
MIM255310	Congenital Fiber-Type Disproportion	1760, 3630, 3679, 4625, 57190, 58, 6261, 7169, 7170, 723961
MIM255320	MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA	6261
MIM255600	Myosclerosis, Autosomal Recessive	1292
MIM255700	Congenital myotonia, autosomal recessive form	1180
MIM255800	Schwartz-Jampel Syndrome	3339, 43
MIM255900	Myxedema	140805, 6862, 7173, 7253
MIM255960	Atrial myxoma, familial	5573
MIM255995	Native American myopathy	246329
MIM256000	Leigh Disease	100131801, 10128, 1041, 11019, 123263, 1351, 1352, 1355, 1371, 137682, 1738, 1769, 1892, 23038, 23250, 26275, 27235, 374291, 4508, 4512, 4514, 4535, 4536, 4537, 4538, 4540, 4541, 4565, 4566, 4567, 4577, 4578, 4694, 4695, 4705, 4719, 4720, 4722, 4723, 4724, 4728, 4729, 4885, 4967, 51204, 514, 5160, 51601, 522, 5428, 54704, 55572, 55687, 55699, 55967, 57107, 5742, 57498, 617, 6389, 6427, 6648, 6834, 7035, 7086, 7202, 7296, 7306, 7448, 79133, 80704, 85476, 8630, 8908, 8988, 91942, 9377, 9519, 9997
MIM256020	Salcedo syndrome	4010
MIM256030	Nemaline Myopathy 2	4703
MIM256040	CANDLE syndrome	3552, 3553, 5696
MIM256050	Atelosteogenesis type 2	1836
MIM256100	Nephronophthisis, familial juvenile	1636, 23417, 27031, 27130, 290, 30010, 4582, 4867, 596, 7369
MIM256300	Finnish congenital nephrotic syndrome	11181, 4868, 7827
MIM256370	NEPHROTIC SYNDROME, TYPE 4	7490
MIM256450	HYPERINSULINEMIC HYPOGLYCEMIA, FAMILIAL, 1	6833
MIM256500	Netherton Syndrome	100289462, 11005, 1234, 147409, 1506, 1673, 1828, 1991, 2312, 2316, 25818, 2629, 2993, 2994, 2996, 388007, 4513, 4868, 5266, 5650, 5653, 5743, 5781, 6768, 7827
MIM256520	Neu Laxova syndrome	26227
MIM256540	Neuraminidase deficiency with beta-galactosidase deficiency	1906, 1999, 2720, 3251, 450095, 4758, 51162, 5476
MIM256550	Neuraminidase 1 deficiency	2720, 4758, 51162, 5476
MIM256600	Infantile Neuroaxonal Dystrophy	151056, 23400, 2512, 259232, 4668, 5319, 5321, 53354, 7534, 79152, 80025, 83636, 8398
MIM256700	NEUROBLASTOMA, SUSCEPTIBILITY TO	4613
MIM256710	Elejalde Disease	4644
MIM256730	Ceroid Lipofuscinosis, Neuronal, 1	5538
MIM256731	Ceroid lipofuscinosis, neuronal 5	1203, 1808, 4691, 54982, 80331
MIM256800	INSENSITIVITY TO PAIN, CONGENITAL, WITH ANHIDROSIS	4803, 4804, 4914, 5313, 5979
MIM256810	Navajo neurohepatopathy	4358
MIM256840	Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive	10908, 22948
MIM256850	Giant Axonal Neuropathy	11275, 7431, 8139, 9531
MIM256870	Neuropathy, Painful	2033, 3558, 3565, 3586, 4359, 6347, 7124
MIM257200	Niemann-Pick Disease, Type A	256933, 257641, 4864, 6609
MIM257220	NIEMANN-PICK DISEASE, TYPE C1	10577, 257194, 257641, 25970, 4864
MIM257270	NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1B	2916
MIM257300	Mosaic variegated aneuploidy syndrome	324, 5624, 701, 9702
MIM257320	Norman Roberts lissencephaly syndrome	5649
MIM257500	Obesity Hypoventilation Syndrome	5443
MIM257550	Apraxia, oculomotor, Cogan type	1476, 224, 266710, 4867, 54840, 7173
MIM257800	OCULOCEREBRAL SYNDROME WITH HYPOPIGMENTATION	100653380
MIM257850	Oculodentodigital Dysplasia, Autosomal Recessive	2697
MIM257910	Oculopalatocerebral Syndrome	1029
MIM257920	Oculopalatoskeletal syndrome	5648, 78989
MIM257980	Odontoonychodermal dysplasia	80326
MIM258100	Oguchi disease	131890, 1755, 2078, 3757, 6010, 6011, 6295, 6445, 9616
MIM258315	Omodysplasia type 1	10082, 960
MIM258450	Progressive External Ophthalmoplegia with Mitochondrial DNA Deletions, Autosomal Recessive	5428, 6687
MIM258480	Opsismodysplasia	3636
MIM258500	Optic atrophy 6	777778
MIM258501	Costeff optic atrophy syndrome	1760, 4976, 80207, 8455, 84947, 9968
MIM258650	Optic atrophy polyneuropathy deafness	5631
MIM258660	NONARTERITIC ANTERIOR ISCHEMIC OPTIC NEUROPATHY, SUSCEPTIBILITY TO	2811
MIM258860	Orofaciodigital syndrome 4	26123
MIM258870	Gyrate Atrophy	384, 4942, 7903
MIM258900	Oroticaciduria 1	5009, 7372
MIM259050	Primrose syndrome	26137
MIM259100	Osteoarthropathy, Primary Hypertrophic	2520, 3248, 5054, 5159, 6578, 873
MIM259420	Osteogenesis imperfecta, type 3	1277, 1278, 146, 387733, 55512, 7471
MIM259440	Osteogenesis Imperfecta, Type IX	5479
MIM259450	Bruck syndrome 1	50963, 60681
MIM259500	Osteosarcoma	10014, 10018, 100506724, 100507436, 100528032, 100532731, 10062, 10076, 1009, 1017, 1019, 101929857, 1020, 10210, 10238, 1024, 10249, 1026, 1027, 102723547, 102724023, 1029, 1030, 1032, 1033, 10370, 10382, 10413, 1050, 10519, 10533, 10540, 10555, 10598, 10643, 10664, 10673, 10763, 10769, 10850, 10855, 10904, 10970, 10983, 1111, 11169, 11186, 11197, 11200, 1121, 113130, 1154, 115650, 117581, 1191, 121340, 1215, 1264, 1277, 1302, 1316, 133, 133482, 1351, 135228, 1371, 1384, 138428, 1396, 1398, 1401, 140913, 142, 1432, 1436, 1437, 1440, 1448, 146, 1462, 1465, 1490, 1493, 1499, 1508, 1513, 1514, 151516, 151887, 1525, 1537, 1555, 1576, 1612, 1630, 1634, 1647, 1719, 1776, 1840, 1841, 1843, 1869, 1876, 1894, 1896, 19, 1902, 1906, 1909, 1910, 1917, 1934, 1947, 1950, 1956, 1958, 1965, 1969, 2022, 2042, 2048, 2064, 2065, 2066, 2067, 2068, 2069, 207, 2072, 2073, 2099, 2100, 2130, 2131, 2146, 2194, 219541, 2197, 2200, 2220, 2224, 2245, 2246, 2247, 2258, 226, 2260, 2263, 2264, 2272, 2274, 22882, 22914, 22943, 2305, 23059, 23097, 2313, 2314, 23158, 2321, 2324, 23291, 23314, 2335, 23406, 23437, 23452, 23463, 2348, 2353, 23532, 2356, 2358, 23583, 23627, 23765, 240, 250, 2512, 25828, 25897, 25927, 25932, 2597, 25976, 26033, 26073, 2617, 26227, 2623, 26354, 2644, 2651, 2658, 2662, 2670, 2688, 2690, 2692, 2697, 27085, 27086, 27122, 2720, 27295, 27306, 27315, 27319, 2735, 2736, 2778, 2821, 283150, 2833, 2837, 285194, 28985, 290, 2908, 2911, 29117, 2914, 2915, 2932, 2944, 2947, 2950, 2952, 301, 302, 3028, 3034, 3037, 308, 3082, 30827, 3090, 3091, 3105, 3106, 3126, 3133, 3146, 3156, 317, 3172, 324, 3265, 328, 3280, 329, 3290, 3291, 330, 3308, 3309, 3315, 3316, 3320, 3342, 3371, 3383, 3394, 3417, 3418, 3428, 3439, 3447, 3458, 346389, 347, 347745, 3479, 3480, 3481, 3482, 3486, 3488, 3491, 3502, 3516, 353, 355, 3552, 3553, 3554, 3562, 3569, 3570, 3576, 3577, 3589, 3592, 3600, 3605, 3611, 3615, 3621, 3630, 3655, 3667, 3676, 3685, 3688, 3690, 3725, 373156, 3756, 3778, 3815, 387, 389903, 391109, 3925, 3976, 3984, 4015, 401637, 4018, 4023, 4041, 4045, 404663, 4060, 406892, 406900, 406913, 406920, 406921, 406924, 406932, 406935, 406937, 406952, 406954, 406959, 406965, 406966, 406978, 406979, 406991, 406996, 406997, 407004, 407006, 407008, 407037, 407040, 407042, 407050, 407975, 4085, 4086, 4087, 4170, 4179, 4192, 4193, 4194, 4217, 4221, 4233, 4254, 4255, 4267, 4277, 4281, 4288, 4312, 4313, 4316, 4318, 4321, 4322, 4323, 4331, 4363, 442890, 442894, 4437, 445, 445329, 4486, 4502, 4507, 4508, 4513, 4524, 4535, 4543, 4548, 4567, 4585, 4601, 4609, 4613, 470, 472, 4758, 4771, 4790, 4792, 4830, 4851, 4856, 4869, 4904, 4914, 4920, 494327, 494331, 4953, 4982, 5018, 5020, 5021, 5029, 5074, 5077, 5079, 50964, 5111, 51129, 51177, 51343, 5154, 5155, 5156, 51573, 5159, 51741, 5176, 5179, 518, 5225, 5243, 5250, 5251, 5290, 5291, 5293, 5294, 5310, 5313, 5328, 5329, 5340, 5347, 5367, 5371, 5376, 54, 54187, 5422, 54498, 546, 5460, 5468, 54681, 54751, 54880, 54984, 55170, 55213, 55226, 55272, 55294, 5530, 55332, 5551, 55665, 558, 5587, 55893, 5594, 5595, 5598, 5599, 5610, 5621, 5624, 56616, 5664, 56655, 56916, 56955, 56994, 56996, 57007, 57026, 57104, 57120, 57124, 57125, 5728, 5741, 5743, 5744, 5745, 5747, 57534, 57599, 57650, 57697, 5777, 57804, 5803, 581, 5827, 5829, 5888, 5894, 59, 5914, 5923, 5925, 5934, 594842, 595, 596, 5965, 5967, 5970, 598, 5981, 5982, 5987, 5996, 604, 6051, 6093, 6095, 611, 6121, 6130, 6197, 6223, 6271, 6275, 6277, 6279, 6283, 6285, 6287, 6291, 6302, 632, 633, 6347, 6372, 6382, 6383, 6385, 6387, 6391, 6416, 64210, 6445, 64641, 6470, 6473, 648, 6495, 650, 65059, 6513, 652, 653247, 654, 655, 6566, 6573, 6581, 659, 6590, 6591, 6608, 6615, 6654, 6657, 6678, 6696, 672, 6745, 675, 6757, 6774, 6790, 6818, 682, 690, 6910, 6935, 7001, 7015, 7039, 7040, 7042, 7046, 7057, 7059, 7076, 7077, 7092, 7124, 7150, 7157, 7161, 7184, 7227, 723961, 7248, 7262, 727837, 728642, 7291, 7295, 7298, 7303, 7341, 7405, 7415, 7421, 7422, 7424, 7430, 7431, 7450, 7465, 7480, 7490, 7507, 7508, 7514, 7528, 754, 7799, 7852, 7855, 79017, 79054, 7913, 7917, 79187, 79366, 79444, 796, 7965, 79811, 7991, 79915, 79947, 80012, 80150, 80381, 8048, 80761, 80781, 8081, 810, 81029, 8148, 815, 81537, 8161, 81631, 8170, 8202, 8209, 8321, 83478, 836, 83856, 841, 842, 84260, 8431, 84328, 84329, 8434, 846, 847, 84888, 8533, 85417, 857, 858, 860, 8600, 8626, 8661, 8673, 8678, 8714, 8717, 8718, 8731, 8738, 8743, 8772, 8792, 8795, 8797, 8824, 8837, 8840, 8842, 8851, 8856, 8872, 8877, 8878, 8896, 890, 891, 892, 8932, 898, 8988, 900, 9002, 9021, 9096, 91056, 9141, 9148, 9149, 9183, 9184, 9213, 92140, 923, 9332, 9377, 9400, 9401, 9402, 9435, 9479, 948, 9510, 9516, 960, 9700, 9821, 9839, 984, 988, 991, 9927, 9961, 999
MIM259600	Osteolysis hereditary multicentric	4313
MIM259680	Chronic recurrent multifocal osteomyelitis	23556, 3586, 5595, 57614, 5781, 5896, 6452, 8792, 9050, 9663
MIM259690	Kaler Garrity Stern syndrome	4323
MIM259700	Osteopetrosis, Autosomal Recessive 1	10312, 28962
MIM259710	Osteopetrosis, mild autosomal recessive form	8600, 8792
MIM259720	Osteopetrosis, Autosomal Recessive 5	28962
MIM259730	Osteopetrosis with renal tubular acidosis	139081, 22817, 338442, 55811, 760
MIM259770	Osteoporosis-pseudoglioma syndrome	10312, 3636, 3949, 4041, 5741, 9965
MIM259775	Raine syndrome	56975
MIM259900	Primary hyperoxaluria type 1	10993, 183, 189, 51119
MIM260000	Primary hyperoxaluria type 2	189, 9380
MIM260005	5-oxoprolinase deficiency	26873
MIM260300	Pallidopyramidal syndrome	25793, 6622
MIM260350	Pancreatic Carcinoma	100037417, 1001, 10010, 100124700, 100128998, 100130958, 100133941, 100187907, 10020, 10023, 100302145, 100302276, 100302736, 100506658, 100507436, 100526737, 100532731, 100532736, 10057, 100653366, 100750225, 10077, 10097, 101, 10103, 10105, 10112, 1012, 10128, 1013, 10135, 10146, 10148, 1015, 1017, 10181, 1019, 101930123, 1020, 10203, 1021, 1022, 10232, 10249, 1026, 10268, 1027, 102724023, 102724594, 1028, 1029, 1030, 10317, 10327, 1033, 10352, 10381, 10384, 10397, 10413, 10432, 1044, 10447, 1045, 10457, 1048, 10488, 10507, 1051, 10519, 10534, 10551, 10552, 10553, 10554, 10562, 10598, 10611, 10628, 10630, 10643, 10653, 10657, 10659, 10660, 10663, 10671, 10672, 10673, 1068, 10717, 10755, 10763, 10769, 1080, 10801, 10808, 10818, 1084, 10855, 10859, 1087, 10874, 10902, 10928, 10970, 10982, 10987, 10989, 10991, 11009, 11034, 1104, 1105, 11054, 1107, 11073, 11095, 1111, 11118, 1113, 1116, 11161, 11167, 11168, 11184, 11186, 1119, 11197, 11200, 112399, 112476, 11266, 112744, 11309, 11318, 11345, 114569, 114769, 114879, 115908, 116, 116833, 117159, 117195, 117196, 1191, 120227, 121227, 1213, 122953, 1234, 1235, 1236, 124, 1241, 124220, 1243, 1244, 125, 126, 128229, 128367, 1284, 128408, 1293, 129607, 129831, 1301, 1302, 133, 133482, 134391, 1351, 1356, 1364, 136541, 1366, 1371, 1384, 138428, 139596, 1398, 140453, 140628, 140687, 140691, 142, 1429, 1432, 143425, 1437, 1440, 145389, 145624, 1457, 146, 147719, 148022, 1490, 1493, 1500, 1509, 1510, 151306, 151393, 1522, 1523, 1524, 1528, 1536, 154, 1543, 1544, 1545, 1548, 1553, 1555, 1556, 158506, 1586, 1591, 160, 160728, 1613, 161436, 1630, 1633, 1634, 1636, 1647, 1650, 165140, 1652, 1666, 1678, 169355, 171389, 1716, 1728, 174, 1755, 1756, 1769, 1773, 1785, 1786, 1788, 1789, 1800, 1806, 1809, 182, 1822, 183, 1839, 1843, 1848, 185, 1869, 1890, 19, 1902, 1915, 192134, 1937, 1950, 1956, 1969, 1977, 1978, 1982, 199699, 2011, 2017, 2022, 2030, 2034, 2043, 2048, 2050, 2064, 2065, 2066, 2067, 2068, 207, 2072, 208, 2099, 2103, 2113, 2114, 2118, 2139, 2146, 2149, 2150, 2152, 2159, 216, 2166, 217, 2176, 2177, 2185, 2189, 2195, 219681, 2199, 2201, 2202, 220972, 221044, 221120, 2224, 222545, 2247, 2252, 2255, 2258, 2260, 2263, 2264, 2272, 2277, 22806, 22846, 22858, 22877, 2288, 22882, 2289, 22933, 22938, 22943, 22974, 2300, 23016, 2302, 23022, 23028, 2304, 23049, 2305, 2308, 23089, 23158, 2316, 2321, 23213, 2322, 2324, 23263, 23291, 23309, 2335, 23411, 23424, 23452, 23492, 23524, 2353, 2354, 2355, 23566, 23568, 23574, 2358, 23583, 23633, 23641, 23650, 23705, 23710, 238, 240, 24139, 24144, 246, 2475, 248, 2494, 2520, 2523, 2524, 2525, 2526, 2550, 2551, 255967, 256297, 2571, 2572, 25800, 25804, 25865, 25897, 2591, 259249, 25959, 2597, 25976, 25984, 26073, 26118, 2617, 26188, 26259, 2626, 2627, 2638, 2641, 2645, 2646, 26471, 2650, 2651, 2658, 2668, 2673, 2674, 2675, 2678, 2697, 2703, 27043, 2705, 2706, 27101, 27113, 27122, 27123, 27143, 27161, 27190, 27198, 27257, 2729, 27303, 27306, 27342, 2735, 27352, 2736, 2737, 2740, 2769, 28, 2810, 2817, 2821, 28231, 28232, 28234, 283, 283120, 283297, 284, 284086, 284348, 285, 28755, 2886, 2892, 28982, 28984, 28986, 29072, 29094, 29116, 29126, 29127, 2922, 2931, 2932, 2934, 2944, 2950, 2952, 2968, 29888, 29904, 29919, 29985, 3002, 302, 3065, 3066, 3077, 30813, 3082, 3083, 3084, 30845, 3090, 3091, 3099, 3105, 3131, 3140, 3159, 3161, 3162, 3164, 3169, 3170, 3175, 3176, 3181, 3190, 3192, 3211, 3212, 3213, 3217, 3221, 3239, 324, 3240, 3242, 3265, 3273, 328, 3280, 3297, 330, 3309, 331, 3315, 3316, 332, 3320, 3326, 3339, 334, 3342, 3371, 3375, 3381, 3383, 3384, 3397, 340719, 341, 3429, 3439, 3447, 3454, 3455, 3458, 3479, 3480, 3481, 3482, 3484, 3490, 3491, 3500, 353, 353376, 3547, 3549, 355, 3552, 3553, 3557, 3558, 3559, 356, 3565, 3566, 3569, 3572, 3576, 3577, 3579, 3586, 3589, 3596, 3598, 3600, 3630, 3643, 3651, 3654, 3660, 3667, 367, 3678, 3685, 3688, 3689, 3702, 3725, 3726, 3727, 373156, 3732, 374, 3791, 3814, 384, 3845, 3856, 3872, 3875, 3880, 388007, 389, 3897, 391104, 392, 3921, 3925, 3930, 3934, 3939, 3956, 3958, 3976, 3978, 3980, 3981, 40, 4001, 4005, 401145, 4015, 402, 402569, 403341, 4036, 4046, 404663, 4048, 4049, 4050, 4055, 4060, 406901, 406902, 406903, 406907, 406908, 406909, 406913, 406918, 406920, 406921, 406933, 406934, 406935, 406938, 406942, 406947, 406949, 406952, 406974, 406975, 406982, 406985, 406986, 406987, 406991, 406992, 406993, 406994, 406996, 4070, 407006, 407007, 407008, 407018, 407021, 407027, 407040, 407041, 407053, 4071, 4072, 4077, 407975, 408259, 4086, 4087, 4088, 4089, 4092, 4102, 4118, 412, 4143, 4145, 415116, 4152, 4156, 4163, 417, 4170, 4176, 4192, 4193, 4194, 4214, 4217, 4221, 4233, 4254, 4255, 427, 4286, 4292, 4294, 4311, 4312, 4313, 4314, 4316, 4318, 4320, 4321, 4323, 4324, 4350, 4353, 4360, 4363, 440, 441931, 442206, 442892, 442904, 4436, 4437, 444, 445, 4477, 4478, 4485, 4486, 4488, 4507, 4512, 4513, 4524, 4536, 4548, 4552, 4582, 4583, 4585, 4586, 4588, 4595, 4609, 4659, 467, 4680, 4681, 4684, 4695, 472, 4739, 4745, 4751, 4756, 4760, 4772, 4773, 4780, 4790, 4791, 4792, 4804, 4827, 4830, 4835, 4839, 4842, 4851, 4852, 4856, 4860, 4869, 4885, 4902, 4908, 4914, 4915, 4922, 4923, 494324, 4953, 4968, 4982, 5007, 5018, 5027, 5029, 5031, 5037, 5047, 50507, 50514, 5054, 50604, 50624, 5068, 5071, 5073, 5079, 5080, 50818, 50846, 50943, 51008, 51014, 5104, 51053, 5111, 51115, 51141, 51146, 51147, 51150, 51152, 51176, 51199, 51208, 51237, 51251, 51284, 51312, 5156, 51561, 51588, 5159, 51592, 5167, 51727, 51741, 5175, 5176, 51776, 5178, 5179, 5187, 52, 5204, 5216, 5229, 5241, 5243, 5265, 5268, 5270, 5284, 5290, 5291, 5292, 5293, 5294, 5310, 5311, 5313, 5328, 5329, 5340, 5347, 5349, 5361, 5366, 5378, 53827, 5387, 54, 5408, 54106, 54386, 5443, 54474, 54504, 54512, 5452, 54567, 54577, 546, 5460, 54623, 54658, 5468, 5469, 5478, 5481, 54845, 54978, 55010, 55065, 551, 55177, 55186, 55193, 5520, 5524, 55249, 55294, 55315, 554210, 5552, 5554, 5555, 55588, 55612, 5562, 5563, 55630, 55636, 55638, 5564, 55647, 55655, 55695, 55704, 55748, 55770, 5578, 5579, 558, 5580, 5587, 5590, 55922, 5594, 5595, 5599, 5604, 5605, 5609, 5610, 5621, 5624, 5629, 563, 56413, 5644, 5646, 5649, 5650, 56649, 5669, 5670, 56888, 56902, 56955, 56996, 57016, 57019, 57045, 57104, 5715, 57154, 5716, 5725, 5727, 5728, 573, 57332, 5734, 57379, 5741, 57410, 5742, 5743, 5744, 574411, 574449, 57447, 574493, 57492, 5753, 57556, 57626, 57659, 5768, 57692, 5781, 5783, 5788, 5793, 581, 58191, 5877, 5879, 5884, 5888, 5894, 5897, 5906, 5908, 5909, 5921, 5923, 5925, 59272, 59286, 5932, 59352, 594, 5940, 5947, 595, 596, 5965, 5966, 5970, 5979, 598, 5987, 60, 6004, 6015, 6035, 6041, 6045, 6080, 6093, 6121, 6134, 6170, 619501, 619552, 6196, 6198, 6239, 6240, 6241, 6256, 6271, 6273, 6275, 6279, 6280, 6285, 6286, 633, 634, 6340, 6343, 6344, 6347, 6352, 6354, 6360, 6364, 6374, 6382, 6383, 6387, 6400, 6401, 6402, 6416, 6418, 64210, 6422, 64285, 643, 64326, 64399, 6445, 646, 64689, 6469, 64699, 64766, 648, 64866, 6487, 6493, 6495, 650, 6502, 65108, 65125, 6513, 6517, 652, 6528, 6530, 653145, 653590, 655, 6580, 6581, 6586, 6590, 6594, 6595, 6597, 6599, 6615, 6616, 6624, 6635, 664, 6646, 6647, 6648, 6649, 665, 6654, 6655, 6657, 6659, 6662, 6665, 6667, 6674, 6678, 6690, 6692, 6696, 6714, 672, 673, 6736, 6739, 675, 6750, 6751, 6752, 6755, 6772, 6774, 6777, 6783, 6789, 6790, 6794, 6804, 682, 6857, 6863, 6868, 6869, 6876, 688, 6885, 689, 6898, 6909, 6910, 6917, 6919, 6920, 6927, 693215, 6935, 6955, 699, 6992, 6997, 7001, 7003, 701, 7015, 7020, 7026, 7031, 7032, 7033, 7039, 7040, 7042, 7046, 7048, 7052, 7055, 7057, 7071, 7074, 7076, 7077, 7083, 7097, 7098, 7099, 7108, 7114, 7122, 7124, 7132, 7133, 7134, 7153, 7157, 7158, 7161, 7178, 718, 7182, 7184, 7186, 723961, 7248, 7272, 727897, 728113, 728226, 728378, 728441, 7289, 7291, 729230, 7295, 7298, 729838, 7307, 7368, 7405, 7409, 7412, 7415, 7422, 7423, 7424, 7430, 7431, 7439, 7448, 7453, 7471, 7472, 7474, 7477, 7490, 7507, 7508, 7514, 7515, 7516, 7517, 7525, 7584, 760, 768, 7779, 7809, 7839, 7852, 7873, 79068, 79581, 79594, 79648, 7965, 79679, 79727, 79728, 7980, 79811, 79834, 79969, 79971, 8000, 80018, 801, 80150, 80328, 80381, 8048, 805, 8050, 80781, 808, 8085, 8091, 81, 81037, 811, 8125, 81567, 81671, 8190, 8201, 8202, 8209, 8237, 8239, 8322, 834, 83478, 835, 836, 83729, 8382, 8395, 83998, 84000, 8404, 84061, 841, 842, 84289, 8438, 84539, 84549, 8458, 846, 84619, 8462, 84668, 84678, 847, 8470, 8473, 8487, 84951, 85021, 8506, 8543, 8553, 857, 860, 8602, 8607, 8626, 8634, 864, 8649, 8651, 8660, 8665, 8706, 8711, 8714, 87178, 8731, 8737, 8743, 8754, 8767, 8771, 8793, 8794, 8795, 8809, 8813, 8829, 8837, 8838, 8839, 8842, 8844, 885, 8856, 886, 887, 8870, 8872, 8874, 8877, 8878, 8915, 8930, 894, 8945, 896, 89782, 89795, 8988, 9, 9020, 9021, 9034, 9037, 9048, 9073, 9076, 90865, 91, 91056, 9112, 9149, 9154, 9168, 9169, 9170, 91862, 9197, 92, 9201, 9212, 9213, 92170, 922, 9235, 9242, 9245, 9255, 9261, 929, 9308, 9314, 93210, 9351, 9353, 9361, 9365, 9370, 9377, 9398, 94, 9400, 9402, 94025, 942, 94241, 9429, 9448, 947, 9500, 9510, 9518, 9520, 9522, 953, 9531, 954, 9547, 958, 9582, 959, 960, 961, 9628, 963, 9636, 9654, 969, 972, 9734, 9757, 9768, 9770, 978, 9817, 983, 9839, 9890, 991, 9922, 9928, 993, 994, 995, 9953, 9957, 9958, 9971, 9972, 9984, 999
MIM260370	Pancreatic Agenesis, Congenital	256297, 3651
MIM260400	Shwachman syndrome	10320, 10993, 1440, 2272, 23365, 2414, 3692, 4087, 472, 51119, 5276, 5728, 6023, 6117, 6124, 6223, 6886, 7157, 79631, 8101, 8460, 861, 92170, 947
MIM260450	Pancreatic Insufficiency, Combined Exocrine	5276
MIM260470	Subacute Sclerosing Panencephalitis	100132348, 10578, 139818, 1437, 1493, 151888, 1636, 185, 1906, 1909, 2641, 27034, 29126, 3458, 3459, 3460, 3558, 3565, 3566, 3569, 3586, 3593, 3594, 3659, 3918, 4179, 4318, 4599, 4608, 5133, 6382, 64135, 6520, 6622, 7076, 7098, 80380, 8764, 9172, 941, 942, 952, 9825
MIM260500	Papilloma, Choroid Plexus	1903, 2065, 4193, 53358, 6598, 7157, 7276, 7291
MIM260600	Pelizaeus-Merzbacher-like disease, autosomal recessive, 2	9255
MIM260660	Pelviscapular dysplasia	6913
MIM260800	Pentosuria	51181
MIM260920	Hyperimmunoglobulin D with periodic fever	114548, 2222, 3557, 4210, 4598, 7124, 7132
MIM260950	Chronic Periodontitis	10, 100048912, 100128998, 100289462, 100329167, 10128, 101669765, 10249, 1029, 1030, 1041, 114548, 1191, 123720, 129831, 1384, 140596, 1437, 145447, 1493, 153090, 1594, 1636, 1672, 1673, 177, 183, 185, 19, 1906, 1991, 2015, 2068, 2099, 2100, 2150, 2204, 2209, 2212, 2213, 2214, 2215, 2244, 2357, 2532, 29108, 3081, 31, 3105, 3119, 3120, 3123, 3125, 3383, 3458, 3502, 351, 3552, 3553, 3557, 3558, 3559, 3565, 3566, 3567, 3569, 3572, 3576, 3586, 3593, 3595, 3596, 360, 3603, 3605, 3606, 3635, 3683, 3684, 3689, 3775, 3908, 404672, 4049, 4055, 4057, 412, 4153, 4312, 4313, 4314, 4317, 4318, 4322, 4353, 4513, 4548, 4695, 472, 4827, 4846, 4852, 4982, 5008, 503618, 5054, 50943, 51199, 51290, 5130, 54106, 55065, 56925, 5743, 57823, 5891, 5972, 6387, 6401, 64127, 64283, 6441, 649159, 6898, 690, 6947, 7040, 7064, 7076, 7077, 7078, 7097, 7099, 7124, 7132, 7133, 720, 721, 7421, 7448, 7474, 7850, 79612, 79969, 80206, 8086, 8120, 81539, 820, 847, 8600, 8767, 8856, 91010, 9103, 9126, 920, 929, 9436, 966, 9790, 9913
MIM261000	Intrinsic Factor Deficiency	215, 2694, 4282, 4504, 8029, 81693
MIM261100	Imerslund-Grasbeck syndrome	215, 2694, 4282, 4504, 4548, 4709, 549, 7126, 79814, 8029, 81693
MIM261500	Presentey Anomaly	8288
MIM261515	Bifunctional peroxisomal enzyme deficiency	30, 3295
MIM261540	Krause-Kivlin syndrome	145173
MIM261550	Persistent Mullerian duct syndrome	2548, 2651, 268, 269
MIM261600	Classical phenylketonuria	123811, 2643, 2644, 27040, 3043, 351, 472, 5053, 5092, 5805, 5860, 6647, 6697, 6927, 7054, 8140
MIM261630	dhpr deficiency	2643, 5860, 6697
